ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews
cjkqrxnk315fx0704bei9cdca,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(1).jpg?alt=media&token=6c8296d7-dc86-4ed8-a541-032c9278e921,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073805000,0.099,r (1).jpg,,cnn_right_final,[]
cjkqqu8va0wtr0784jkkj5z4y,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(2).jpg?alt=media&token=9aace85a-100f-4cae-82d7-9cb069563ec5,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534071966000,1.663,r (2).jpg,,cnn_right_final,[]
cjkqrxml213sg07845pi5axll,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(3).jpg?alt=media&token=52724da6-cd7c-4066-9b4f-599a29db5726,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073804000,0.047,r (3).jpg,,cnn_right_final,[]
cjkqrxloy15fa0704sgzyohw7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(4).jpg?alt=media&token=bbefb503-c760-46e2-b95f-1e9a70668e12,{},jboundschristopher@gmail.com,cnn_navigation,1534073803000,0.1,r (4).jpg,,cnn_right_final,[]
cjkqrxllw13s10784dik3dcf4,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(5).jpg?alt=media&token=79b9d97a-dda3-4da3-ad8d-77a77f71c3f7,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073803000,1.242,r (5).jpg,,cnn_right_final,[]
cjkqrxkrl13rp07842ghpb92f,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(6).jpg?alt=media&token=7cf4d32b-771b-4aa2-939d-7ce0bf715295,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073801000,1.074,r (6).jpg,,cnn_right_final,[]
cjkqrxjrc15ed0704by0mcz9o,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(7).jpg?alt=media&token=1a5f8fea-0c4f-423e-b202-cd0741fadcd2,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073800000,1.289,r (7).jpg,,cnn_right_final,[]
cjkqrxiui13r50784lhlj8ksx,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(8).jpg?alt=media&token=470a9e63-c646-4e5c-a9d1-0e0b8c495d17,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073799000,1.211,r (8).jpg,,cnn_right_final,[]
cjkqrxhub13ql07843hvbzvm4,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(9).jpg?alt=media&token=b9d6d9a5-e445-4e33-9da7-69538d027fb6,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073798000,1.1,r (9).jpg,,cnn_right_final,[]
cjkqrxgyr13q80784jjjdq0i4,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjkj6h5hw81ty0786a0wjz5v7%2F9bd777c0-469d-49c1-badd-50162617e2a6%2Fr%20(10).jpg?alt=media&token=90b6e715-12cc-4f47-b504-ed2589723c96,"{""path_direction"":""right""}",jboundschristopher@gmail.com,cnn_navigation,1534073796000,1.292,r (10).jpg,,cnn_right_final,[]
